heifer_101	heifer_103	heifer_107	heifer_108	heifer_111	heifer_113	heifer_114	heifer_115	heifer_116	heifer_117	heifer_119	heifer_120	heifer_121	heifer_92.	heifer_93.	heifer_94.	heifer_97.	heifer_99.
ENSBTAG00000018947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000043474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000030792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011379	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000017200	0	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSBTAG00000049079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000055159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019784	0	0	1	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0
ENSBTAG00000008815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004430	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
ENSBTAG00000051757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025450	0	1	1	1	0	1	0	1	1	9	0	0	5	7	7	0	2	0
ENSBTAG00000054364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009641	1	0	4	0	5	1	1	0	0	0	5	0	2	0	0	0	4	0
ENSBTAG00000009643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040551	0	0	0	0	0	1	1	1	0	7	7	0	0	0	3	0	0	2
ENSBTAG00000007807	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
ENSBTAG00000007809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001551	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004732	0	0	7	4	0	0	0	3	3	2	0	0	0	7	6	9	6	4
ENSBTAG00000028814	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSBTAG00000003469	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000003474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSBTAG00000005897	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000017994	0	0	0	0	9	0	0	2	0	1	5	1	0	1	0	2	0	9
ENSBTAG00000052723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000037625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000014234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011767	3	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0
ENSBTAG00000016309	1	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0
ENSBTAG00000016311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016255	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000012900	18	1	13	0	0	0	0	7	0	3	3	0	0	5	6	1	2	6
ENSBTAG00000018297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018299	3	0	0	0	7	0	0	0	0	0	0	0	0	0	2	2	0	0
ENSBTAG00000054736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001945	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000044420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001948	1	0	1	1	0	0	0	0	0	2	1	4	1	0	2	0	0	0
ENSBTAG00000001950	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ENSBTAG00000012838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014334	8	7	7	9	8	1	0	6	5	7	7	0	7	17	8	6	10	6
ENSBTAG00000018971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025434	1	5	2	1	0	0	0	6	3	3	4	0	8	4	14	2	1	2
ENSBTAG00000018255	1	2	10	1	0	2	1	3	0	0	6	0	8	5	22	4	1	4
ENSBTAG00000053659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048519	1	1	5	0	3	3	3	6	0	1	0	0	1	10	5	3	5	5
ENSBTAG00000010052	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009998	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
ENSBTAG00000017798	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
ENSBTAG00000029544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017811	3	0	7	0	0	0	0	0	0	1	0	0	0	0	3	0	1	2
ENSBTAG00000008576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000047101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003857	5	4	12	0	6	1	1	3	1	6	6	0	5	3	22	0	9	5
ENSBTAG00000042896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050645	1	0	0	0	0	1	0	0	0	6	0	0	0	1	2	0	2	1
ENSBTAG00000011596	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
ENSBTAG00000001881	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0
ENSBTAG00000030599	0	0	0	0	4	0	0	2	0	0	1	0	0	0	0	2	0	0
ENSBTAG00000044273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000027080	8	2	7	0	2	0	3	8	0	6	2	7	4	16	39	4	3	3
ENSBTAG00000045774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000007586	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	1	1	0
ENSBTAG00000030595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000037932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSBTAG00000038377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045604	1	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000005700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012565	2	1	3	4	3	3	2	7	1	7	8	0	3	15	22	5	3	0
ENSBTAG00000048690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015805	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	2
ENSBTAG00000025385	2	0	1	1	0	2	0	1	0	0	2	0	0	1	5	0	2	0
ENSBTAG00000052724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000046952	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0
ENSBTAG00000008713	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011041	0	0	0	0	0	0	1	0	0	2	0	0	0	1	6	0	0	10
ENSBTAG00000017177	4	2	3	0	0	0	1	0	0	0	0	0	0	4	4	0	0	0
ENSBTAG00000011757	1	0	0	0	0	0	0	1	0	0	3	0	3	1	2	0	2	0
ENSBTAG00000011680	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0
ENSBTAG00000011683	0	0	0	0	6	0	0	0	0	0	0	0	5	3	1	0	0	0
ENSBTAG00000002842	0	0	0	0	0	1	0	0	0	0	7	0	0	0	3	0	0	0
ENSBTAG00000025372	104	83	46	44	104	13	29	70	21	36	77	16	60	77	111	52	18	79
ENSBTAG00000046814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015930	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000009783	0	0	1	1	1	0	3	0	0	1	2	0	0	2	4	4	0	1
ENSBTAG00000009271	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0
ENSBTAG00000009272	8	0	5	2	0	0	0	0	0	0	0	0	0	0	1	4	7	0
ENSBTAG00000003747	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000049659	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSBTAG00000020327	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSBTAG00000020329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSBTAG00000020334	1	1	0	0	0	4	0	2	0	0	3	6	1	4	6	0	0	3
ENSBTAG00000018467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018469	0	0	0	0	0	0	0	7	3	0	3	0	0	1	13	2	2	0
ENSBTAG00000030557	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
ENSBTAG00000014632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014633	0	4	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0
ENSBTAG00000005774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052950	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSBTAG00000021955	0	0	1	2	7	0	1	5	2	0	4	0	2	0	4	2	0	6
ENSBTAG00000043732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021957	0	0	1	0	0	2	0	3	1	0	1	0	0	0	0	0	0	0
ENSBTAG00000050205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000055057	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000020379	2	0	2	3	0	0	0	0	0	0	0	0	0	3	0	0	1	0
ENSBTAG00000020381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008287	0	1	3	1	0	0	0	5	0	0	2	1	0	0	5	0	2	5
ENSBTAG00000015052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006463	0	0	7	0	0	1	0	1	0	4	2	0	5	4	2	0	1	0
ENSBTAG00000006688	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013688	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000008664	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSBTAG00000019279	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
ENSBTAG00000013992	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSBTAG00000013983	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSBTAG00000016612	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSBTAG00000005694	0	0	0	2	2	0	2	0	0	5	1	0	3	0	6	0	0	0
ENSBTAG00000004322	0	0	1	0	0	0	0	2	0	7	0	0	0	10	1	0	0	0
ENSBTAG00000009451	2	0	3	0	2	0	0	0	0	0	2	0	8	0	6	4	0	0
ENSBTAG00000049624	2	0	5	0	0	0	0	0	0	2	0	0	0	6	4	0	0	0
ENSBTAG00000025405	0	4	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	8
ENSBTAG00000040078	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000011985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011987	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000025403	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012004	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSBTAG00000012005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003084	1	2	2	0	0	0	1	1	0	2	0	0	0	7	0	0	3	0
ENSBTAG00000012285	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008735	5	3	2	0	11	1	1	2	0	0	0	0	1	6	1	3	0	6
ENSBTAG00000019454	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0
ENSBTAG00000013181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025329	2	1	0	0	0	0	0	0	0	5	0	0	4	3	4	2	0	6
ENSBTAG00000009923	3	0	0	0	0	0	1	0	0	2	13	0	0	1	2	1	0	1
ENSBTAG00000014384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002704	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000002706	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000020469	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	0	0
ENSBTAG00000020471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042489	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1
ENSBTAG00000020475	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020477	0	0	0	0	4	0	0	1	0	4	0	0	0	2	0	0	0	0
ENSBTAG00000020480	1	0	2	0	0	0	0	2	10	0	0	0	4	4	10	0	0	0
ENSBTAG00000049115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000008135	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
ENSBTAG00000008136	0	0	0	3	0	0	0	0	0	0	1	0	2	0	2	1	0	0
ENSBTAG00000043716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012106	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000028362	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSBTAG00000049800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSBTAG00000040167	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000021708	0	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	1
ENSBTAG00000047322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013652	1	0	1	6	0	0	3	2	2	0	7	0	0	2	0	0	0	0
ENSBTAG00000042272	2	0	5	0	0	0	0	0	0	2	1	1	7	2	1	0	1	5
ENSBTAG00000025308	2	3	6	1	0	1	3	0	12	1	0	5	3	1	1	2	2	0
ENSBTAG00000008083	0	0	5	0	2	4	1	6	0	6	0	0	5	2	13	1	2	5
ENSBTAG00000045343	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000050021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054012	0	0	0	0	0	0	0	0	0	0	1	0	0	4	3	0	0	0
ENSBTAG00000043728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000043070	6	3	1	0	0	0	2	6	0	5	2	0	2	0	10	2	0	6
ENSBTAG00000052494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021393	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002900	2	0	0	0	0	0	0	0	0	1	0	0	5	0	3	2	0	0
ENSBTAG00000052856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001124	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
ENSBTAG00000012737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000030456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018596	0	1	2	0	0	0	0	1	0	0	0	0	0	1	1	2	1	0
ENSBTAG00000030453	0	0	0	0	0	0	1	0	0	0	5	3	4	0	1	2	1	9
ENSBTAG00000009994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000030432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000046684	2	5	10	3	14	7	1	8	0	7	5	0	2	5	16	1	3	0
ENSBTAG00000013136	0	5	6	0	1	10	0	2	0	10	10	0	0	18	0	2	0	0
ENSBTAG00000053040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013138	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
ENSBTAG00000045849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005426	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0
ENSBTAG00000005427	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	1	0
ENSBTAG00000049548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025644	9	3	10	0	8	3	4	16	14	6	9	5	7	19	26	9	4	9
ENSBTAG00000006392	0	0	1	4	0	2	0	0	0	0	0	0	0	6	1	0	2	0
ENSBTAG00000043774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010906	1	0	1	0	0	2	1	0	4	0	2	0	0	1	13	1	0	4
ENSBTAG00000044381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012545	0	1	0	0	0	0	1	0	0	10	0	0	0	1	5	2	1	2
ENSBTAG00000045029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015385	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
ENSBTAG00000000359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
ENSBTAG00000000362	3	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0
ENSBTAG00000045234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048782	17	4	38	0	2	4	10	20	31	14	11	9	10	30	42	10	12	10
ENSBTAG00000012330	15	4	47	2	5	9	7	29	28	7	21	24	25	46	59	11	27	22
ENSBTAG00000007516	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000007518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000035926	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
ENSBTAG00000051463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054721	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSBTAG00000012443	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSBTAG00000048324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000029683	18	3	0	0	0	0	0	95	0	2	10	15	55	25	44	3	0	24
ENSBTAG00000051281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010420	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSBTAG00000045443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000036553	0	0	1	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000022779	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0
ENSBTAG00000018179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000030110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSBTAG00000007356	1	1	1	0	1	0	2	0	0	3	5	0	2	4	0	2	0	5
ENSBTAG00000051106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000044514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051152	5	0	1	0	0	3	0	2	0	8	0	0	0	1	3	3	2	4
ENSBTAG00000012260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008656	0	1	0	0	0	0	0	0	0	0	2	0	3	2	6	0	0	0
ENSBTAG00000039823	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
ENSBTAG00000038251	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000034885	0	5	0	4	0	0	3	0	0	1	0	0	0	6	2	6	0	0
ENSBTAG00000001133	2	0	0	0	0	0	0	0	0	1	2	0	4	2	5	0	1	0
ENSBTAG00000053271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014752	3	1	1	0	0	2	2	0	3	1	1	0	2	5	14	1	1	0
ENSBTAG00000008924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003595	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019054	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	0
ENSBTAG00000034785	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSBTAG00000012434	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSBTAG00000050223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
