heifer_101	heifer_103	heifer_107	heifer_108	heifer_111	heifer_113	heifer_114	heifer_115	heifer_116	heifer_117	heifer_119	heifer_120	heifer_121	heifer_92.	heifer_93.	heifer_94.	heifer_97.	heifer_99.
ENSBTAG00000004933	0	0	2	0	0	0	0	0	5	0	0	0	2	0	1	0	0	1
ENSBTAG00000004934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000043867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000055172	23	31	75	13	51	31	26	93	53	108	89	12	36	133	385	36	170	34
ENSBTAG00000051213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050180	45	30	96	27	49	22	12	78	68	106	70	20	52	128	218	56	63	49
ENSBTAG00000045980	2	4	1	0	9	1	0	0	0	8	2	0	0	1	3	0	1	0
ENSBTAG00000054867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005550	0	2	2	0	6	0	0	0	0	0	0	0	1	2	2	0	1	0
ENSBTAG00000043035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015200	0	0	2	0	0	0	0	0	0	0	0	1	3	0	8	0	0	3
ENSBTAG00000029512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015202	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014792	1	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
ENSBTAG00000014312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000001539	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0
ENSBTAG00000054530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020281	1	0	2	0	1	0	0	0	2	0	0	0	0	0	6	2	0	0
ENSBTAG00000044049	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011494	4	3	169	0	14	12	20	19	24	20	16	10	23	34	63	41	54	9
ENSBTAG00000048395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053552	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011225	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
ENSBTAG00000031707	0	2	3	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0
ENSBTAG00000003043	0	0	2	0	0	0	0	4	0	0	4	0	0	3	0	0	3	0
ENSBTAG00000021944	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0
ENSBTAG00000021945	3	0	0	0	0	0	2	7	0	7	0	0	4	0	0	3	3	0
ENSBTAG00000001423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006703	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0
ENSBTAG00000008411	6	3	2	6	0	2	0	0	2	8	7	0	0	2	9	3	0	0
ENSBTAG00000007638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011037	0	4	4	3	0	0	0	0	2	4	0	0	0	2	6	3	4	1
ENSBTAG00000015806	3	0	1	0	3	0	0	10	3	10	0	0	2	2	1	0	1	0
ENSBTAG00000015808	1	0	3	0	0	0	0	2	0	2	3	0	0	0	8	0	3	0
ENSBTAG00000043656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014493	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSBTAG00000049725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000039462	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000016823	0	0	0	0	0	0	0	0	0	1	3	0	0	2	0	1	0	0
ENSBTAG00000049412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016822	0	4	2	1	2	6	1	3	3	6	4	2	3	1	3	1	6	0
ENSBTAG00000016821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002014	5	0	2	0	2	0	0	2	0	8	4	0	5	9	4	0	1	0
ENSBTAG00000050918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002012	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000011820	0	0	7	0	0	0	0	1	0	2	0	0	0	4	1	1	4	2
ENSBTAG00000053677	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	1	0
ENSBTAG00000052707	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051076	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054388	0	0	1	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0
ENSBTAG00000050908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019474	0	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSBTAG00000008807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008805	10	22	4	10	13	2	5	17	7	9	17	0	3	21	26	18	3	20
ENSBTAG00000019390	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011146	0	2	0	0	0	0	0	3	0	0	3	0	4	2	6	0	0	0
ENSBTAG00000012898	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017373	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005373	1	0	14	0	0	0	2	1	2	2	1	0	5	0	10	0	1	2
ENSBTAG00000040590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003667	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSBTAG00000030049	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000050590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000038920	1	0	1	1	0	0	0	5	0	4	0	0	0	2	6	0	4	1
ENSBTAG00000050502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000015904	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005328	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009615	4	4	8	0	0	2	4	6	0	9	2	8	7	2	3	1	7	0
ENSBTAG00000019114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013493	0	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0
ENSBTAG00000010298	0	0	2	0	6	0	1	0	0	0	2	0	0	0	5	0	0	0
ENSBTAG00000043816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009443	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0
ENSBTAG00000014699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021538	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
ENSBTAG00000005269	0	0	2	0	0	0	0	0	0	2	0	0	0	1	1	0	2	4
ENSBTAG00000014181	2	3	7	0	0	0	0	0	0	2	1	0	0	2	0	0	1	1
ENSBTAG00000052257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011319	3	0	4	0	2	0	0	0	0	2	0	0	0	1	8	0	2	0
ENSBTAG00000012391	8	4	0	0	9	0	2	3	0	2	16	0	0	7	13	4	0	1
ENSBTAG00000054690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005481	1	0	1	0	2	0	0	0	0	1	4	3	1	7	0	1	3	0
ENSBTAG00000005479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000037226	11	7	1	10	5	0	9	5	10	8	2	13	22	24	61	8	1	4
ENSBTAG00000049039	0	1	0	0	1	0	2	1	0	6	0	0	1	0	0	0	0	0
ENSBTAG00000043926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013452	0	0	0	0	1	0	0	3	0	1	5	0	0	0	0	0	0	0
ENSBTAG00000010119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000049447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040384	4	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	1	6
ENSBTAG00000002194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008575	1	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	0	3
ENSBTAG00000002586	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053119	77	87	202	45	45	101	53	86	92	50	12	6	25	154	114	155	72	30
ENSBTAG00000053063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052391	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
ENSBTAG00000052066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000000271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000031433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000565	3	0	1	0	0	1	3	0	0	0	7	0	0	5	0	0	0	0
ENSBTAG00000013793	0	2	1	0	1	1	3	2	4	3	0	0	1	2	0	0	0	1
ENSBTAG00000031396	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0
ENSBTAG00000005848	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
ENSBTAG00000009151	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSBTAG00000031388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012741	0	0	2	0	0	0	0	0	1	2	0	0	1	2	0	2	0	0
ENSBTAG00000030014	8	15	19	7	29	7	10	3	2	17	10	9	4	12	8	9	8	12
ENSBTAG00000012740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSBTAG00000012408	2	2	7	2	0	0	3	11	1	4	8	0	1	8	21	5	11	2
ENSBTAG00000001342	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSBTAG00000045196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000025522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044546	0	1	0	2	0	0	0	1	0	0	1	0	2	3	0	0	0	0
ENSBTAG00000021876	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000046470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000024958	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0
ENSBTAG00000011022	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006489	6	4	5	6	4	2	3	2	0	7	9	0	0	15	10	4	7	5
ENSBTAG00000053567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003763	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000003762	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005865	1	0	2	1	2	0	0	0	0	0	0	0	0	1	9	1	0	0
ENSBTAG00000013830	0	0	1	0	5	1	0	0	0	0	2	0	0	0	6	0	6	0
ENSBTAG00000051260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000048622	1	0	4	0	0	0	0	6	0	10	7	0	3	7	4	0	4	0
ENSBTAG00000014011	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	1	0
ENSBTAG00000017683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000017677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000050593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000000737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000002576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010472	6	12	5	3	1	1	5	3	0	32	5	0	4	3	6	1	0	1
ENSBTAG00000013616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSBTAG00000011831	0	0	0	0	0	0	0	1	0	1	0	0	1	9	1	0	0	0
ENSBTAG00000031165	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0
ENSBTAG00000011916	0	7	0	0	0	0	0	0	2	3	0	0	0	1	2	0	2	0
ENSBTAG00000052971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000022801	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ENSBTAG00000054552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000009911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004303	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
ENSBTAG00000011936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSBTAG00000046224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006201	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSBTAG00000053150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051898	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000004011	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSBTAG00000013425	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSBTAG00000046553	3	0	1	0	5	0	0	0	1	5	0	2	1	0	5	0	1	0
ENSBTAG00000022583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005217	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000027764	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
ENSBTAG00000011661	0	3	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	4
ENSBTAG00000002278	0	3	40	1	5	1	6	7	4	1	6	2	4	2	5	9	19	0
ENSBTAG00000048973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000008771	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016800	0	0	0	0	0	0	0	0	0	0	1	0	3	0	3	0	3	0
ENSBTAG00000036982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010365	0	0	2	0	0	0	3	0	0	4	3	0	1	1	2	3	1	0
ENSBTAG00000012250	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ENSBTAG00000021019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004558	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0
ENSBTAG00000036401	37	60	34	25	24	7	24	34	5	62	58	0	15	103	88	21	38	51
ENSBTAG00000050965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018279	0	0	0	0	0	0	0	3	0	1	0	0	3	0	0	0	0	0
ENSBTAG00000053174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005586	0	1	3	0	1	0	0	0	4	0	1	0	0	4	3	0	1	0
ENSBTAG00000016327	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
ENSBTAG00000044398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020934	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ENSBTAG00000016246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000016239	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0
ENSBTAG00000016234	0	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0
ENSBTAG00000025496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000052848	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSBTAG00000047170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014501	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSBTAG00000037199	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0
ENSBTAG00000019924	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	1	3	0
ENSBTAG00000051742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003835	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0
ENSBTAG00000019496	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019500	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000054095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSBTAG00000017141	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
ENSBTAG00000001468	2	1	2	1	0	0	0	1	0	0	2	0	4	5	3	2	0	4
ENSBTAG00000044921	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000040151	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3
ENSBTAG00000019120	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSBTAG00000021988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000021986	2	5	6	0	0	1	0	3	0	10	7	5	1	6	14	1	0	0
ENSBTAG00000002326	1	0	3	3	0	0	4	2	0	0	0	0	0	1	0	0	2	0
ENSBTAG00000002331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020533	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
ENSBTAG00000051943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010795	2	0	0	8	2	0	0	0	0	5	0	0	0	1	1	1	0	0
ENSBTAG00000018277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000047067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSBTAG00000017713	1	0	0	3	2	0	0	0	0	0	2	0	4	1	6	0	1	0
ENSBTAG00000049100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000045339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005141	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	3	0
ENSBTAG00000030881	0	0	1	0	4	0	0	0	0	3	0	0	1	0	0	1	1	0
ENSBTAG00000042081	4173	6787	16224	1294	10793	3297	3319	11365	528	27248	12376	485	1164	26539	55146	13830	15332	4858
ENSBTAG00000014741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSBTAG00000051793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000013042	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
ENSBTAG00000013043	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSBTAG00000048586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012998	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0
ENSBTAG00000009862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000006341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000044829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000036635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000020880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000053337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014392	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
ENSBTAG00000002808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000018898	4	0	0	1	0	1	0	0	0	0	0	0	0	4	4	0	0	0
ENSBTAG00000052431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000010503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000004631	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ENSBTAG00000043611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000019421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ENSBTAG00000045799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000005984	0	0	0	0	2	1	0	0	0	2	2	0	0	6	4	0	1	0
ENSBTAG00000042389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000030824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000051848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000030544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000003090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000014096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000020729	0	4	3	0	0	2	1	2	0	3	0	0	1	1	0	0	0	0
ENSBTAG00000018127	0	0	0	6	0	1	1	1	0	0	0	0	0	3	2	1	0	0
ENSBTAG00000013035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000012139	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	1	0	0
ENSBTAG00000048977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSBTAG00000049091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000030801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000011796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000007931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000042567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSBTAG00000047000	0	1	0	0	0	0	2	0	0	0	0	0	1	0	6	0	0	0
ENSBTAG00000016713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSBTAG00000003276	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	6
ENSBTAG00000036968	0	0	1	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0
ENSBTAG00000020935	1	1	6	0	9	0	0	2	4	3	0	4	0	1	2	2	11	1
ENSBTAG00000020937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
